gene_name	strand	start	end	chr
RP11-134K13.2	-	71317936	71319037	chr6
SLC25A6P6	-	71373204	71373982	chr6
SMAP1	+	71377478	71571718	chr6
RP11-160A9.3	+	71403541	71404322	chr6
RP11-160A9.2	+	71444205	71444665	chr6
B3GAT2	-	71566381	71666741	chr6
RP1-20N4.1	+	71785266	71786078	chr6
U3	-	71836596	71836808	chr6
LYPLA1P3	+	71874778	71875473	chr6
RNU6-411P	+	71892314	71892421	chr6
RP11-154D6.1	-	71931159	72037931	chr6
OGFRL1	+	71998505	72018653	chr6
RP3-331H24.5	-	72004875	72127139	chr6
RP3-331H24.4	+	72038644	72039509	chr6
LINC00472	-	72054046	72130472	chr6
MIR30C2	-	72086662	72086734	chr6
MIR30A	-	72113253	72113324	chr6
RP1-288M22.2	+	72160536	72168577	chr6
AL035467.1	-	72248586	72248679	chr6
RP1-288M22.1	-	72260660	72261346	chr6
KRT19P1	+	72294423	72295609	chr6
AL354933.1	+	72294791	72294904	chr6
RNU4-66P	-	72362176	72362314	chr6
RIMS1	+	72596405	73112845	chr6
AL445256.1	-	72936409	72936533	chr6
RP5-1046G13.2	-	73026301	73027139	chr6
RP11-135M8__A.1	+	73232342	73232940	chr6
RP3-474G15.1	-	73308178	73309362	chr6
KCNQ5	+	73331519	73908574	chr6
KCNQ5-IT1	+	73340222	73388282	chr6
MIR4282	-	73677409	73677476	chr6
KNOP1P4	+	73696035	73697473	chr6
PGAM1P10	+	73764819	73765580	chr6
KCNQ5-AS1	-	73844525	73853237	chr6
RP11-257K9.3	-	73867239	73867862	chr6
KHDC1P1	-	73918805	73919803	chr6
RP11-257K9.8	-	73919468	73972919	chr6
KHDC1L	-	73933266	73935493	chr6
KHDC1	-	73951036	74020088	chr6
AC019205.1	+	73972730	73972807	chr6
RP11-398K22.12	+	73972937	74011124	chr6
RPSAP41	+	74000125	74000985	chr6
EIF3EP1	+	74001684	74003000	chr6
SDCBP2P1	+	74032559	74033173	chr6
PAICSP3	+	74037246	74038740	chr6
DPPA5	-	74062784	74064018	chr6
KHDC3L	+	74072399	74073894	chr6
OOEP	-	74078277	74104856	chr6
OOEP-AS1	+	74079426	74097440	chr6
RPL39P3	-	74082830	74082986	chr6
RPS6P8	-	74100760	74101490	chr6
snoU13	-	74103635	74103736	chr6
DDX43	+	74104470	74127292	chr6
MB21D1	-	74123237	74161999	chr6
AC019205.2	+	74142706	74142807	chr6
MTO1	+	74171300	74218959	chr6
RNU6-975P	+	74173795	74173900	chr6
AL603910.1	+	74186780	74186865	chr6
Metazoa_SRP	-	74197314	74197600	chr6
RP11-505P4.6	-	74201747	74202465	chr6
EEF1A1	-	74225472	74233520	chr6
RP11-505P4.7	+	74233340	74280319	chr6
RP11-505P4.5	-	74236466	74236602	chr6
SLC17A5	-	74303101	74363878	chr6
RPS27P15	+	74328068	74328320	chr6
RP11-553A21.3	-	74403625	74405854	chr6
CD109	+	74405507	74538040	chr6
TXNP7	-	74714235	74714528	chr6
RP11-554D15.1	+	74779166	75400443	chr6
RP11-9G10.1	+	74991981	74992376	chr6
RP11-554D15.3	-	75239963	75443995	chr6
RP11-554D15.2	-	75320164	75320431	chr6
RP11-554D15.4	+	75352099	75361718	chr6
AL590684.1	-	75429461	75429559	chr6
RP11-560O20.1	-	75558792	75560200	chr6
COL12A1	-	75794041	75915767	chr6
COX7A2	-	75947390	75960039	chr6
TMEM30A	-	75962639	75994684	chr6
RP1-234P15.4	+	75994729	76006719	chr6
FILIP1	-	76001574	76203454	chr6
HMGB1P39	-	76028816	76029696	chr6
RP11-415D17.3	+	76066929	76096096	chr6
U3	-	76108576	76108783	chr6
MIR4463	+	76138122	76138189	chr6
RP11-415D17.4	+	76164659	76168616	chr6
RP11-415D17.1	+	76174838	76175286	chr6
RNU1-34P	-	76183453	76183610	chr6
RPL26P20	+	76209420	76209852	chr6
RP11-474L11.3	+	76295837	76296177	chr6
RNU6-1338P	+	76302770	76302861	chr6
SENP6	+	76311224	76427997	chr6
RP11-474L11.5	-	76320673	76321661	chr6
RNU6-1016P	+	76353799	76353893	chr6
RN7SKP163	-	76364685	76365015	chr6
MYO6	+	76458908	76629254	chr6
RNU6-155P	-	76477775	76477875	chr6
RNA5SP209	-	76574955	76575052	chr6
snoU13	+	76575680	76575783	chr6
IMPG1	-	76630831	76782395	chr6
Y_RNA	+	76638229	76638342	chr6
RNU6-248P	+	76802550	76802657	chr6
RNU6-261P	-	77156704	77156806	chr6
RP11-35J1.1	-	77232167	77303340	chr6
U6	-	77267369	77267471	chr6
RP11-354K4.1	+	77370202	77372487	chr6
RP11-354K4.2	+	77484699	77485577	chr6
HTR1B	-	78171947	78173490	chr6
RPS6P7	+	78205835	78206388	chr6
MEI4	+	78400374	78636691	chr6
SNORD112	+	78646917	78646988	chr6
RP3-390M24.1	-	79314183	79315753	chr6
RP11-173D14.3	-	79519431	79523020	chr6
IRAK1BP1	+	79577188	79656157	chr6
PHIP	-	79645583	79787953	chr6
AL356776.1	-	79671212	79671289	chr6
RP11-477E3.2	-	79777408	79777855	chr6
HMGN3	-	79910961	79944406	chr6
HMGN3-AS1	+	79943434	79946514	chr6
RP11-46B11.2	-	79987821	79988144	chr6
Y_RNA	-	80011679	80011783	chr6
RP3-508D13.1	-	80036284	80036924	chr6
RP1-232L24.2	-	80064159	80064430	chr6
RP1-232L24.4	-	80115956	80116491	chr6
RP1-232L24.3	+	80130013	80131022	chr6
DBIP1	-	80146624	80146884	chr6
LCA5	-	80194707	80247175	chr6
RP11-342L8.2	+	80262510	80262877	chr6
RP11-177G23.2	+	80270848	80271319	chr6
SH3BGRL2	+	80340999	80413372	chr6
RP1-159G19.1	-	80513299	80516942	chr6
AL132875.1	-	80536509	80536602	chr6
RP1-92C4.1	+	80564400	80565349	chr6
RP1-92C4.2	+	80581589	80584327	chr6
ELOVL4	-	80624528	80657297	chr6
GAPDHP63	-	80662721	80663728	chr6
RPL35AP18	+	80673931	80674236	chr6
TTK	+	80713603	80752244	chr6
RP11-296E7.1	-	80774002	80779916	chr6
AK4P5	-	80787445	80788079	chr6
BCKDHB	+	80816363	81055987	chr6
RP11-250B2.6	+	81065140	81066576	chr6
RPL17P25	-	81083731	81084286	chr6
RP11-250B2.3	+	81153060	81175644	chr6
RP11-250B2.5	+	81176674	81178797	chr6
RP11-250B2.2	-	81179787	81180145	chr6
RP11-11L12.2	-	81208912	81209109	chr6
RP11-486E2.1	-	81265557	81266906	chr6
FAM46A	-	82201155	82462491	chr6
RP1-300G12.2	-	82236818	82244632	chr6
AL359693.1	-	82262306	82262537	chr6
RNA5SP210	+	82331916	82332036	chr6
RP5-991C6.4	-	82434438	82446070	chr6
SNORA70	+	82473740	82473873	chr6
RP5-991C6.2	+	82473927	82474220	chr6
RP5-991C6.3	-	82523002	82523874	chr6
RP11-379B8.1	-	82554901	82643197	chr6
RP11-801I18.1	-	82679169	82679256	chr6
IBTK	-	82879699	82957471	chr6
RNU6-130P	-	82920054	82920157	chr6
RP3-492P14.2	-	82973712	82974691	chr6
TPBG	+	83072922	83080545	chr6
UBE3D	-	83602116	83775560	chr6
LAP3P1	-	83634547	83634841	chr6
RP11-445L13__B.3	+	83642319	83648396	chr6
DOPEY1	+	83777384	83881069	chr6
AL139333.1	+	83782691	83782854	chr6
PGM3	-	83870868	83903655	chr6
RWDD2A	+	83903097	83908651	chr6
ME1	-	83920107	84140797	chr6
AL391416.1	+	84077424	84077510	chr6
RP11-378G13.2	+	84102134	84103128	chr6
PRSS35	+	84222193	84235423	chr6
SNAP91	-	84262598	84419410	chr6
RP3-393K13.1	+	84437773	84446244	chr6
RIPPLY2	+	84562984	84567234	chr6
CYB5R4	+	84569361	84677143	chr6
RP4-676J13.2	+	84693446	84717042	chr6
RP11-51G5.1	+	84732773	84734272	chr6
MRAP2	+	84743474	84800600	chr6
KIAA1009	-	84833959	84937353	chr6
RP1-90L14.1	-	85130745	85265870	chr6
SMARCE1P2	-	85139301	85140520	chr6
TBX18	-	85397068	85474237	chr6
RP11-132M7.2	-	85399009	85399147	chr6
RP11-132M7.3	+	85399142	85419252	chr6
RP3-435K13.1	-	85676114	85676343	chr6
RP3-455E7.1	+	85865384	85877467	chr6
RP1-161C16.1	+	85967045	85967412	chr6
RP11-30P6.1	+	85995793	86000567	chr6
KRT18P64	+	85997506	85998725	chr6
RP11-30P6.6	-	86096936	86099904	chr6
DUTP5	-	86136374	86136843	chr6
TPT1P6	-	86137170	86137684	chr6
NT5E	+	86159808	86205500	chr6
SNX14	-	86215213	86303874	chr6
RP11-321N4.5	-	86267695	86324952	chr6
SYNCRIP	-	86318052	86353510	chr6
RP1-3J17.3	+	86340079	86340995	chr6
PKMP3	-	86369609	86370324	chr6
SNHG5	-	86370709	86388451	chr6
RP11-33E24.3	+	86441088	86441729	chr6
SMIM11P1	-	86445461	86445639	chr6
RNU4-72P	+	86461298	86461471	chr6
Y_RNA	-	86487356	86487473	chr6
RP11-207F8.1	+	86578670	86579182	chr6
RNU4-12P	-	86702738	86702877	chr6
RPL7P27	-	86796132	86796852	chr6
RP1-263J7.2	-	86880164	86880736	chr6
NDUFA5P9	-	86923954	86924297	chr6
RP11-15J23.1	+	87141961	87142387	chr6
RN7SL643P	+	87145569	87145854	chr6
AL391417.1	-	87183204	87183313	chr6
RP1-253B10.1	-	87439425	87439826	chr6
RP1-253B10.2	-	87478239	87478650	chr6
RP11-76H14.2	+	87606835	87607139	chr6
RP11-76H14.5	+	87607264	87607401	chr6
HTR1E	+	87647023	87726349	chr6
RPL7P29	+	87680183	87680911	chr6
MTHFD2P2	-	87709762	87710009	chr6
RP11-156F23.2	-	87779873	87780179	chr6
RN7SKP209	+	87792950	87793254	chr6
CGA	-	87795215	87804824	chr6
RCN1P1	-	87831410	87832406	chr6
RP11-393I2.4	-	87860876	87865003	chr6
ZNF292	+	87862550	87973914	chr6
RP11-393I2.2	-	87883085	87884021	chr6
GJB7	-	87992695	88038996	chr6
HSPD1P10	+	88008489	88010165	chr6
SMIM8	+	88032300	88052043	chr6
RP1-102H19.8	+	88032322	88109459	chr6
C6orf163	+	88054566	88075181	chr6
C6orf164	+	88106839	88109467	chr6
C6ORF165	+	88117700	88174183	chr6
C6orf165	+	88117729	88221352	chr6
RP3-382I10.2	-	88135512	88135806	chr6
RP3-382I10.3	-	88150882	88151864	chr6
ST13P16	-	88154112	88154893	chr6
SLC35A1	+	88180340	88222054	chr6
RNU6-444P	+	88198162	88198270	chr6
RARS2	-	88224095	88299721	chr6
ORC3	+	88299838	88377169	chr6
AKIRIN2	-	88384789	88411927	chr6
snoU13	+	88430632	88430736	chr6
Y_RNA	-	88535890	88536003	chr6
RN7SL183P	+	88555367	88555663	chr6
AL138919.1	-	88557262	88557350	chr6
RP11-453D21.1	+	88601141	88601587	chr6
SPACA1	+	88757506	88776550	chr6
CNR1	-	88849582	88876078	chr6
RP4-570O12.2	+	88974876	88975230	chr6
ACTBP8	-	88985600	88986708	chr6
RP11-459O1.2	-	89008668	89130752	chr6
RNGTT	-	89319984	89673348	chr6
SNORA73	-	89423960	89424149	chr6
AL079342.1	+	89674245	89676685	chr6
RP1-72A23.3	+	89711266	89711533	chr6
RP1-72A23.1	+	89769346	89769828	chr6
RNU2-61P	-	89773218	89773409	chr6
RP11-63L7.5	-	89789882	89790386	chr6
PNRC1	+	89790469	89794879	chr6
RN7SL336P	+	89800664	89800959	chr6
SRSF12	-	89805677	89827800	chr6
PM20D2	+	89855768	89875284	chr6
GABRR1	-	89887219	89940997	chr6
GABRR2	-	89966926	90025018	chr6
TUBB3P1	+	90011501	90012833	chr6
UBE2J1	-	90036343	90062567	chr6
RRAGD	-	90074354	90121989	chr6
NACAP7	-	90131817	90132767	chr6
ANKRD6	+	90142888	90343553	chr6
RN7SL11P	+	90187859	90188150	chr6
RP11-16C18.3	-	90270593	90276763	chr6
LYRM2	-	90277862	90348472	chr6
MDN1	-	90352217	90529442	chr6
RP1-122O8.7	+	90383187	90385502	chr6
DNAJC19P6	+	90507316	90507596	chr6
RP11-63K6.1	+	90524427	90525182	chr6
snoU13	+	90533013	90533115	chr6
CASP8AP2	+	90539612	90584155	chr6
Y_RNA	+	90551047	90551143	chr6
RP11-63K6.4	+	90586262	90586597	chr6
RP11-63K6.5	+	90595874	90597567	chr6
GJA10	+	90604187	90605839	chr6
Y_RNA	-	90608001	90608111	chr6
RP11-63K6.7	+	90629914	90631479	chr6
BACH2	-	90636247	91006627	chr6
RP3-512E2.2	+	90659834	90662905	chr6
RN7SKP110	-	90710940	90711225	chr6
RP3-453I5.2	-	90826418	90826824	chr6
MIR4464	+	91022460	91022552	chr6
RP1-45N11.1	+	91054937	91072351	chr6
AL391559.1	+	91156490	91156565	chr6
MAP3K7	-	91223291	91296764	chr6
RP1-177I10.1	-	92100030	92102718	chr6
MIR4643	+	92231377	92231455	chr6
CASC6	-	92339632	92400146	chr6
RP3-433F14.4	+	92436527	92436788	chr6
RP3-433F14.2	+	92436876	92437042	chr6
RP3-433F14.1	-	92436999	92437223	chr6
RN7SL415P	+	92449326	92449614	chr6
RP11-40G16.1	-	92525560	92526146	chr6
RPL5P19	+	92723559	92724452	chr6
U3	+	92829239	92829349	chr6
RP1-149C7.1	-	93097558	93098545	chr6
AL359987.1	+	93354458	93354526	chr6
RP11-127B16.1	-	93432720	93433547	chr6
U3	+	93500170	93500382	chr6
AL589947.1	+	93521758	93521852	chr6
ATF1P1	-	93596968	93598299	chr6
RP1-23E21.2	+	93780104	93813102	chr6
COPS5P1	-	93801693	93802478	chr6
EPHA7	-	93949737	94129265	chr6
SNORA18	+	94588823	94588947	chr6
RP11-524K14.1	+	94596617	94599128	chr6
RP3-463P15.1	+	94873637	94904376	chr6
RP3-399J4.2	+	95054454	95054680	chr6
RP3-399J4.4	-	95151747	95153527	chr6
RP3-399J4.1	-	95156457	95156897	chr6
CYCSP17	+	95952057	95952372	chr6
MANEA-AS1	-	96023058	96025326	chr6
MANEA	+	96025418	96057333	chr6
RP11-374I15.1	-	96077990	96080805	chr6
KRT18P50	+	96438982	96440225	chr6
FUT9	+	96463859	96663488	chr6
RN7SL797P	+	96730442	96730737	chr6
UFL1-AS1	-	96806249	96969545	chr6
UFL1	+	96969470	97003152	chr6
FHL5	+	97010423	97064512	chr6
RPS7P8	-	97096364	97096945	chr6
RNU4-70P	-	97097328	97097467	chr6
RP11-304C16.2	+	97101149	97102018	chr6
RP11-304C16.3	-	97120004	97120845	chr6
EEF1GP6	+	97198699	97199604	chr6
RP3-417O22.3	+	97233012	97243697	chr6
GPR63	-	97242001	97285353	chr6
NDUFAF4	-	97337188	97345757	chr6
RN7SL509P	-	97362576	97362871	chr6
KLHL32	+	97372604	97588630	chr6
MMS22L	-	97590036	97731093	chr6
RP3-418C23.2	+	97731178	97757924	chr6
RP1-104O17.1	+	98150156	98155979	chr6
RP1-104O17.2	+	98155634	98180588	chr6
RP1-104O17.3	-	98158828	98165073	chr6
RP11-436D23.1	+	98264584	98847748	chr6
MIR2113	+	98472406	98472497	chr6
EIF4EBP2P3	-	98627374	98627708	chr6
RP11-111D3.2	-	98657895	98662559	chr6
RP3-453D15.1	+	99006309	99006447	chr6
RP11-67P15.1	-	99228132	99241868	chr6
POU3F2	+	99282579	99286660	chr6
FBXL4	-	99316419	99395849	chr6
RP3-364H10.1	+	99530324	99530637	chr6
MIR548AI	+	99572484	99572572	chr6
BDH2P1	+	99622619	99623357	chr6
FAXC	-	99719044	99797938	chr6
COQ3	-	99817275	99842080	chr6
PNISR	-	99845926	99873207	chr6
RP11-98I9.4	+	99872797	99879249	chr6
USP45	-	99880189	99969604	chr6
TSTD3	+	99968568	99979794	chr6
CCNC	-	99990255	100016849	chr6
RP1-199J3.7	+	100015972	100016972	chr6
RP1-199J3.5	+	100023587	100024332	chr6
PRDM13	+	100054605	100063454	chr6
Y_RNA	-	100090112	100090223	chr6
MCHR2	-	100367785	100442123	chr6
MCHR2-AS1	+	100441819	100524289	chr6
NPM1P38	-	100498247	100499112	chr6
PRDX2P4	+	100583939	100584539	chr6
RP3-344J20.1	+	100625084	100626068	chr6
SIM1	-	100832890	100912805	chr6
RP1-121G13.2	+	100874993	100885360	chr6
ASCC3	-	100956069	101329248	chr6
RP1-121G13.3	+	100978151	100978928	chr6
RP3-467N11.1	+	101329346	101330863	chr6
RP3-467N11.2	+	101337478	101338214	chr6
snoU13	+	101405035	101405139	chr6
GRIK2	+	101846663	102517958	chr6
RP11-93K7.1	-	101878286	101879429	chr6
AP002530.2	+	102526746	102527430	chr6
RP11-793L10.1	-	102901241	102901667	chr6
RP1-76C18.1	+	103450388	103451772	chr6
SNORA33	+	104031009	104031143	chr6
R3HDM2P2	-	104465507	104467623	chr6
NPM1P10	-	104473414	104474638	chr6
RP11-427E4.1	+	105135115	105135546	chr6
HACE1	-	105175967	105307794	chr6
RNU6-897P	+	105214696	105214801	chr6
RP11-809N15.2	-	105279003	105293695	chr6
RP11-809N15.3	+	105308323	105309998	chr6
LINC00577	-	105384168	105388402	chr6
LIN28B	+	105404922	105531207	chr6
RNU6-1106P	-	105493436	105493543	chr6
BVES	-	105544696	105585049	chr6
BVES-AS1	+	105584182	105617820	chr6
POPDC3	-	105606154	105627870	chr6
AL359709.1	-	105629023	105629107	chr6
AL359709.2	-	105644727	105644811	chr6
RP3-355L5.5	-	105721094	105721635	chr6
PREP	-	105725439	105850959	chr6
RP3-355L5.4	+	105726890	105729630	chr6
RP3-355L5.3	+	105746023	105746770	chr6
RPL35P3	-	105750327	105750698	chr6
RP3-359N14.2	-	106060541	106080071	chr6
RP3-359N14.1	+	106114200	106115873	chr6
RN7SKP211	+	106352247	106352562	chr6
PRDM1	+	106534194	106557814	chr6
RP1-134E15.3	+	106548014	106548468	chr6
ATG5	-	106632350	106773666	chr6
RN7SL47P	-	106731289	106731586	chr6
RNU6-344P	+	106752050	106752161	chr6
RP11-404H14.1	-	106806440	106807592	chr6
Y_RNA	+	106868580	106868682	chr6
RNA5SP211	+	106897255	106897372	chr6
Y_RNA	+	106902702	106902804	chr6
AIM1	+	106959729	107018326	chr6
RTN4IP1	-	107018902	107077373	chr6
RNU6-527P	+	107055590	107055694	chr6
QRSL1	+	107077452	107116292	chr6
RPL21P65	+	107090337	107090803	chr6
RP1-60O19.2	+	107143409	107147869	chr6
RP1-60O19.1	-	107165326	107235416	chr6
RNU6-117P	-	107186822	107186929	chr6
MIR587	+	107231999	107232095	chr6
C6orf203	+	107349406	107372546	chr6
BEND3	-	107386385	107436473	chr6
RNU6-1299P	+	107454274	107454374	chr6
PDSS2	-	107473760	107780768	chr6
AL591516.5	-	107547241	107547443	chr6
AL591516.3	-	107549614	107549859	chr6
AL591516.2	+	107550447	107550687	chr6
RPS24P12	+	107550962	107551356	chr6
AL591516.1	+	107555444	107555703	chr6
AL591516.4	+	107558467	107558747	chr6
AL590489.1	-	107584370	107584617	chr6
SOBP	+	107811161	107981357	chr6
RP1-67A8.3	-	107831006	107832925	chr6
SCML4	-	108025307	108145521	chr6
SEC63	-	108188959	108279393	chr6
RNU6-437P	+	108251291	108251386	chr6
RPL23AP50	+	108253003	108253458	chr6
RP1-191J18.66	+	108278616	108281190	chr6
RP1-191J18.65	-	108306292	108306894	chr6
SNORA73	-	108306862	108306983	chr6
MTHFD2P3	-	108307014	108307235	chr6
RPL3P7	-	108325560	108326772	chr6
RP1-111B22.3	-	108351452	108351922	chr6
OSTM1	-	108362612	108487058	chr6
Y_RNA	+	108382021	108382134	chr6
OSTM1-AS1	+	108444718	108480596	chr6
NR2E1	+	108487261	108510013	chr6
SNX3	-	108532425	108582464	chr6
snoU13	+	108564658	108564762	chr6
RP1-128O3.5	+	108573417	108573604	chr6
RNA5SP212	+	108573604	108573711	chr6
RP1-128O3.4	+	108596845	108597750	chr6
RNU6-1144P	+	108613969	108614073	chr6
LACE1	+	108616097	108847999	chr6
RP1-128O3.6	+	108639282	108639608	chr6
RP11-72I2.1	-	108693975	108694131	chr6
RP3-466I7.1	+	108708715	108709284	chr6
RNU6-770P	+	108713276	108713381	chr6
RP11-697G4.4	-	108872220	108872410	chr6
FOXO3	+	108881037	109005977	chr6
SUMO2P8	-	108939202	108939488	chr6
LINC00222	+	109072856	109091145	chr6
ZNF259P1	-	109103328	109108256	chr6
RP3-354J5.3	+	109138882	109139129	chr6
ARMC2	+	109169618	109295186	chr6
RP11-249L21.2	-	109177602	109177940	chr6
RP11-249L21.4	-	109228817	109229076	chr6
ARMC2-AS1	-	109244178	109245306	chr6
SESN1	-	109307639	109416022	chr6
RP11-787I22.3	+	109319684	109320328	chr6
RNU6-653P	-	109380711	109380817	chr6
CEP57L1	+	109416312	109485135	chr6
C6orf183	+	109487035	109592217	chr6
RP11-425D10.1	+	109609642	109609765	chr6
PTCHD3P3	-	109609773	109611706	chr6
CCDC162P	+	109612230	109676266	chr6
snoU13	-	109612457	109612561	chr6
Y_RNA	+	109626696	109626798	chr6
RPL7P28	-	109648377	109649117	chr6
CD164	-	109687716	109703762	chr6
RP11-425D10.10	+	109703997	109704869	chr6
PPIL6	-	109711417	109762374	chr6
AL109947.1	-	109755376	109755443	chr6
SMPD2	+	109761965	109765122	chr6
MICAL1	-	109765264	109787171	chr6
ZBTB24	-	109783796	109804440	chr6
RP5-919F19.5	+	109809108	109828003	chr6
AK9	-	109814058	110012420	chr6
AL109947.2	+	109825589	109825729	chr6
FIG4	+	110012498	110146631	chr6
RP1-249I4.2	+	110147724	110149988	chr6
GPR6	+	110299513	110301921	chr6
WASF1	-	110421021	110501207	chr6
CDC40	+	110501343	110575478	chr6
METTL24	-	110567130	110679475	chr6
DDO	-	110712973	110736765	chr6
SLC22A16	-	110745889	110797844	chr6
RN7SL617P	-	110761201	110761506	chr6
CTA-331P3.1	+	110799109	110800639	chr6
RP11-346C16.4	-	110883377	110883818	chr6
RP11-346C16.6	+	110919295	110919908	chr6
CDK19	-	110931180	111137161	chr6
RP11-346C16.2	+	110966901	110967761	chr6
RP11-346C16.1	+	111021764	111022103	chr6
RP11-569A2.2	-	111027564	111028085	chr6
RNU6-957P	-	111043452	111043551	chr6
SNORA40	+	111169748	111169876	chr6
RNU6-1115P	+	111177619	111177725	chr6
CNN2P9	+	111179441	111180350	chr6
RP3-418A9.3	+	111185062	111185654	chr6
AMD1	+	111195972	111216916	chr6
RP11-397G5.2	+	111244768	111245310	chr6
GTF3C6	+	111279762	111289093	chr6
snoU13	+	111284668	111284772	chr6
AL357515.1	-	111290975	111291075	chr6
RPF2	+	111303217	111349466	chr6
RNU6-906P	-	111329472	111329579	chr6
GSTM2P1	-	111368070	111368724	chr6
SLC16A10	+	111408780	111552397	chr6
RNU6-960P	-	111412415	111412535	chr6
RP11-428F8.2	-	111548949	111580237	chr6
KIAA1919	+	111580550	111592370	chr6
RP5-1112D6.4	+	111599134	111599945	chr6
RP5-1112D6.7	+	111618328	111619713	chr6
REV3L	-	111620233	111804918	chr6
RP5-1112D6.8	+	111630405	111634720	chr6
FCF1P5	+	111674904	111675386	chr6
REV3L-IT1	-	111681843	111682810	chr6
BRD7P4	+	111751462	111752984	chr6
TRAF3IP2-AS1	+	111804713	111919505	chr6
RP3-415N12.1	-	111816193	111816916	chr6
TRAF3IP2	-	111877656	111927481	chr6
C6orf3	+	111921077	111923498	chr6
snoU13	-	111967529	111967630	chr6
FYN	-	111981534	112194655	chr6
RP1-97J1.2	-	112221691	112223054	chr6
WISP3	+	112375274	112392171	chr6
TUBE1	-	112391979	112408732	chr6
FAM229B	+	112408801	112423993	chr6
LAMA4	-	112429962	112576141	chr6
RP1-142L7.5	+	112475966	112487670	chr6
RNU6-1226P	-	112517641	112517748	chr6
RP1-142L7.9	-	112538840	112540771	chr6
RP1-142L7.8	-	112555365	112555959	chr6
RP11-506B6.6	+	112557293	112671296	chr6
RP11-506B6.5	-	112646954	112647951	chr6
RFPL4B	+	112668531	112672498	chr6
RP11-506B6.3	-	112677042	112677916	chr6
KRT18P65	-	112682638	112684039	chr6
AL365214.1	-	112683049	112683141	chr6
FEM1AP3	-	112686905	112688646	chr6
RP1-105O18.1	-	112797739	112802838	chr6
snoU13	+	112797927	112798029	chr6
AL357514.1	+	112853383	112853487	chr6
RP1-159M24.1	-	112937904	112939082	chr6
RP11-505K1.1	+	113147140	113147672	chr6
RNU6-1163P	+	113292694	113292801	chr6
FCF1P10	+	113332138	113332617	chr6
SOCS5P5	+	113543367	113545274	chr6
RP11-437J19.1	-	113678204	113689146	chr6
RP1-124C6.1	-	113749741	113754623	chr6
AL513123.1	+	113836188	113836285	chr6
RP11-346D19.1	+	113852319	113864995	chr6
RP11-367G18.2	+	113902702	113903149	chr6
AL357519.2	+	113924116	113924227	chr6
RP11-367G18.1	-	113944736	113971276	chr6
AL357519.1	+	114026034	114026125	chr6
U3	-	114102517	114102667	chr6
RP1-249H1.2	-	114113031	114158556	chr6
RP1-249H1.3	+	114160462	114160808	chr6
snoU13	+	114162000	114162089	chr6
MARCKS	+	114178540	114184648	chr6
RP1-249H1.4	-	114189177	114194516	chr6
RP11-544L8__B.4	+	114225301	114242806	chr6
HDAC2	-	114254191	114332472	chr6
RP3-399L15.3	+	114290864	114792869	chr6
NUDT19P3	-	114340784	114341647	chr6
HS3ST5	-	114376749	114664209	chr6
RPSAP43	-	114405331	114405956	chr6
RNA5SP213	-	114541844	114541950	chr6
AL136446.1	-	114598548	114598642	chr6
DNAJA1P4	-	114670646	114671812	chr6
RP3-399L15.1	-	114798513	114809916	chr6
RP3-399L15.2	-	114844614	114857039	chr6
RNU6-475P	-	115188036	115188140	chr6
RP11-126M14.1	-	115679661	115679916	chr6
RP11-282C5.1	-	115954705	115955355	chr6
FRK	-	116252311	116381921	chr6
TPI1P3	+	116359918	116360658	chr6
NT5DC1	+	116422011	116570660	chr6
COL10A1	-	116440085	116479910	chr6
AL121963.1	+	116442319	116443093	chr6
NIP7P3	-	116458220	116458735	chr6
RP3-486I3.5	-	116565349	116565891	chr6
TSPYL4	-	116571150	116575261	chr6
DSE	+	116575335	116762424	chr6
RP3-486I3.7	+	116575369	116577906	chr6
RP3-486I3.4	-	116579655	116580278	chr6
TSPYL1	-	116597740	116601066	chr6
RP1-93H18.1	+	116601361	116691436	chr6
RP1-93H18.7	+	116765322	116766023	chr6
CBX3P9	-	116774176	116774728	chr6
KRT18P22	-	116778485	116779832	chr6
Z84488.1	-	116778894	116778985	chr6
RP1-93H18.6	-	116781901	116784855	chr6
FAM26F	+	116782532	116784934	chr6
RP11-259P20.1	+	116813459	116818262	chr6
TRAPPC3L	-	116816151	116866773	chr6
FAM26E	+	116832808	116845955	chr6
FAM26D	+	116850173	116880031	chr6
RWDD1	+	116892529	116918838	chr6
RSPH4A	+	116937641	116954148	chr6
ZUFSP	-	116956780	116989957	chr6
KPNA5	+	117002349	117063029	chr6
FAM162B	-	117073362	117086886	chr6
GPRC6A	-	117113247	117150200	chr6
RFX6	+	117198374	117253326	chr6
RPS29P13	-	117369832	117370001	chr6
RNA5SP214	+	117381844	117381962	chr6
VGLL2	+	117586720	117594728	chr6
ROS1	-	117609462	117747018	chr6
RN7SKP18	+	117620526	117620801	chr6
RN7SKP51	+	117622617	117622921	chr6
GOPC	-	117639373	117923691	chr6
RP1-92C8.2	+	117752753	117753605	chr6
AL132671.1	+	117766552	117766604	chr6
RP1-92C8.3	-	117772292	117774688	chr6
DCBLD1	+	117774979	117891021	chr6
RNU6-253P	-	117778896	117779001	chr6
NEPNP	+	117954868	117966250	chr6
NUS1	+	117996664	118031803	chr6
SLC35F1	+	118228688	118638839	chr6
RP11-632C17__A.1	+	118320137	118320611	chr6
RP11-57K17.1	-	118773631	118776155	chr6
CEP85L	-	118781934	119031238	chr6
BRD7P3	+	118822592	118824069	chr6
